;ZnPENT_15mJ_211us_5ms_25Jul19_2.sgd;ZnPENT_15mJ_211us_5ms_25Jul19_2.sgd;ZnPENT_15mJ_211us_5ms_25Jul19_2.sgd;ZnPENT_15mJ_211us_5ms_25Jul19_2.sgd;ZnPENT_15mJ_211us_5ms_25Jul19_2.sgd;ZnPENT_15mJ_211us_5ms_25Jul19_2.sgd;ZnPENT_15mJ_211us_5ms_25Jul19_2.sgd;ZnPENT_15mJ_211us_5ms_25Jul19_2.sgd;ZnPENT_15mJ_211us_5ms_25Jul19_2.sgd;ZnPENT_15mJ_211us_5ms_25Jul19_2.sgd;ZnPENT_15mJ_211us_5ms_25Jul19_2.sgd;
449,786;-29,999;568,21;566,89;559,1;547;678,11;580,05;654,42;615,74;592,84;605,11;
450,115;11,391;568,39;622,25;559,82;601,35;641,28;631,27;644,47;621,03;666,3;639,39;
450,444;21,893;603,82;640,62;621,47;628,19;588,51;590,88;619,66;640,28;641,28;657,42;
450,773;28,413;594,61;605,64;615,07;595,05;642,14;518,44;578,35;667,9;570,89;645,42;
451,103;65,513;592,26;614,4;575,93;613,16;650,08;572,05;594,48;681;611,78;647,27;
451,432;37,258;595,15;568,59;564,85;644,92;625,91;546,79;593,78;658,61;586,41;611,85;
451,761;5,1746;585,78;582,6;606,86;629,61;596,61;546,58;567,65;595,04;569,35;577,27;
452,090;18,331;578,59;609,1;653,88;622,17;582,12;582,96;612,58;586,2;628,19;597,69;
452,419;28,398;536,1;587,06;621,91;576;628,27;586,33;632,97;558,68;585,7;612,52;
452,748;42,016;594,74;605,68;508,27;574,62;613,87;573,48;617,19;621,93;585,98;670,81;
453,077;21,495;579,68;612,55;611,48;598,48;653;572,33;606,62;608,68;556,72;674,44;
453,406;29,156;609,89;603,47;622,08;665,51;650,36;552,74;625,43;568,83;636,74;626,87;
453,735;46,389;645;625;619,36;604,12;638,31;560,43;575,98;625,19;604,08;659,97;
454,064;24,699;639,74;599,89;574;594,79;620,92;558,7;660,99;625,84;576,48;618,05;
454,393;10,401;607,12;577,36;630,08;608,45;592,6;655,19;657,38;626,23;590,98;606,75;
454,722;-1,1936;569,34;573,55;602,6;607,29;615,34;568,87;609,88;626,68;633,36;662,44;
455,051;42,975;570,85;627,49;629,96;625,76;669,77;575,27;659,97;571,73;624,32;664,29;
455,380;92,57;643,03;629,76;608,62;621,05;700,84;566,73;591,62;622,24;672,41;642,57;
455,709;-18,462;556,69;573;636,13;587,87;696,75;563,88;586,64;574,98;659,53;600,48;
456,038;37,946;581,98;573;604,03;619,97;651,04;632,93;646,94;610,97;569,09;617,98;
456,367;73,947;612,12;542,88;574,85;648,18;617,97;603,85;623,68;524,53;500,02;586,91;
456,696;-68,505;641,32;599,59;615,54;575,36;644,38;609,61;600,34;599,42;642,45;616,21;
457,025;-10,082;530,25;586,5;570,33;625,08;615,75;546,75;600,83;634,25;588,67;633,58;
457,354;31,573;625,83;553,87;552,66;659,35;652,13;590,8;563,65;624,55;626,58;697,25;
457,683;29,967;630,38;573,27;605,3;590,6;633,73;649,58;660,7;630,76;615,62;623,12;
458,012;23,992;648,2;587,02;561,42;608,21;660,88;631,29;639,44;622,82;622,18;655,07;
458,341;-31,083;562,4;609,18;591,36;652,75;656,51;613,08;595,68;648,45;588,48;675,3;
458,670;33,991;576,88;556,29;616,6;566,07;664,14;573,34;638,47;614,44;615,1;614,05;
458,999;52,989;600,55;616,78;587,13;642,12;674,53;604,4;630,42;591,71;624,25;649,44;
459,328;25,883;627,49;599,92;572,37;641,9;655,24;611,47;625,9;608,31;650,12;650,31;
459,657;13,207;619,24;593,08;574,49;626,91;671,44;630,65;653,53;590,16;636,26;651,68;
459,986;-0,081195;581,13;586,26;582,04;628,01;638,37;596,37;638,82;583,7;611,91;642,25;
460,316;4,3055;578,24;615,78;608,19;659,27;597,03;617,51;629,86;605,32;673,27;603,15;
460,645;26,041;573,28;614,02;582,13;600,73;631,04;606,45;641,87;623,4;669,05;588,08;
460,974;40,719;599,03;631,67;576,87;619,47;657,23;583,23;660,39;586,12;640,05;601,21;
461,303;6,8551;576,41;606,29;560,73;609,85;598,03;601,14;636,36;609,34;639,13;609,56;
461,632;1,0396;591,37;554,46;582,47;585,22;574,43;609,03;617,97;624,28;638,39;634,11;
461,961;4,7181;636,53;555,25;595,56;601,51;602,16;594,86;653,51;615,23;595,28;637,7;
462,290;14,536;635,59;594,05;601,84;599,11;589,32;600,01;662,25;605,35;579,57;661,95;
462,619;23,804;636,18;577,78;597,7;591,45;578,74;578,06;614,62;636,5;607,82;667,33;
462,948;40,095;624,59;564,52;594,95;600,55;608,98;559,83;630,08;670,9;610,86;600,03;
463,277;48,881;593,17;605,57;634,15;632,03;623,38;589,39;662,11;645,25;640,08;595,27;
463,606;26,798;595,71;628,55;619,11;617,81;629,6;612,07;626,48;617,85;686,49;655,08;
463,935;59,552;617,62;643,3;610,28;580,68;660,6;605,48;638,09;556,11;680,1;666,07;
464,264;5,1879;628,22;596,19;602,09;622,26;673,96;554,39;634,06;616,3;676,13;642,32;
464,593;38,055;657,13;659,31;666,13;629,3;671;634,31;637,24;657,17;680,08;682,66;
464,922;43,778;577,39;587,76;625,89;618,58;654,99;595,31;619,69;677;621,36;638,4;
465,251;1,4533;569,94;625,77;644,1;675,9;653,86;645,95;657,42;604,27;706,68;707,63;
465,580;-27,3;589,65;631,59;621,78;630,1;667,89;621,87;683,79;640,22;596,49;655,82;
465,909;2,4974;563,45;600,79;630,08;588,17;609,31;591,25;669,15;629,25;615,62;701,6;
466,238;3,702;534,36;661,15;584,92;628,64;627,36;601,33;608,2;622,31;621,54;615,57;
466,567;-13,549;540,78;640,6;634,63;635,08;622,39;659,07;612,17;607,96;596,48;692,04;
466,896;47,876;602,17;654,44;610,74;671,76;620,92;586,94;675,96;661,27;633,5;687,18;
467,225;-6,9632;594,36;847,29;942,59;969,37;723,15;631,24;857,67;921,87;831,32;1083,2;
467,554;-49,443;677,84;1531,7;2542,5;2866,2;1081,3;676,43;1968,3;1952,5;1792,7;3130,9;
467,883;-3,9102;680,76;2343,4;3826,8;4607,2;1780,9;830,41;3424;3358,1;3295,5;5190,4;
468,212;34,001;881,13;3541,6;5908;6425,9;2961;1088,6;5513,7;5382,1;5576,2;7953,4;
468,541;34,975;963,88;4587,3;6600,3;7701,4;3610,4;1476,1;6647;6752;7001,5;9565,8;
468,870;87,179;877,77;4093,2;5521,3;6626,9;3174,5;1248,8;5729,2;6062,2;6220,2;8762,6;
469,199;51,262;631,35;1922,4;2543,7;3215,3;1454,8;679,83;3089;3103,8;3245,8;4830,3;
469,529;47,104;600,25;912,28;891,23;1128,4;708,08;589,09;1192,7;1238;1177,4;1663,5;
469,858;-34,755;606,83;722,94;717,56;722,44;664,96;577,91;826,66;821,26;758,13;972,19;
470,187;-62,182;640,05;676,95;625,75;620,46;674,9;560,13;700,63;733,86;724,47;730,76;
470,516;-17,601;559,37;671;654,76;712,42;656,39;589,69;735,94;740,34;670,06;780,17;
470,845;-22,029;566,1;712,13;742,52;769,22;642,51;620,73;792,3;861,86;794,85;927,94;
471,174;-24,47;655,61;1829;2363,9;2780,5;1276,4;804,45;2612,2;2749,4;2417,4;3675,8;
471,503;-4,7921;4148,8;11827;16768;17069;12553;5615,2;13288;13431;13493;16779;
471,832;40,483;9672,3;21565;28925;29173;23228;12918;24107;23468;24773;29021;
472,161;-1,6685;13621;26912;34720;35327;29226;18436;30639;29948;31871;36078;
472,490;10,964;16299;31107;38955;39967;33786;22462;35585;35405;37443;41902;
472,819;25,291;15616;30638;38047;39460;33329;22634;35377;35614;37747;42197;
473,148;23,825;13149;27771;34641;35962;30151;20184;32806;33133;35424;39545;
473,477;10,44;6468;18459;23120;24525;19174;12189;23829;24317;25851;29786;
473,806;34,496;1467,9;7741,5;9160,6;10673;6801,9;4030;11911;12590;13019;16471;
474,135;26,462;701,44;2669,9;2543,6;3557,1;1640,6;1099,3;4856,1;5322,7;5221,6;7545,7;
474,464;-2,9819;674,41;1259;1127,9;1451,7;813,71;734,39;2148,7;2321,7;2104,6;3208,3;
474,793;8,0947;662,09;907,9;831,82;842,84;716,95;668,44;1148,1;1247,2;1056,2;1540,6;
475,122;20,717;664,08;852,94;725,86;754,89;720,95;664,57;923,64;948,05;821,58;1149,5;
475,451;-20,849;657,89;766,02;674,59;770,97;729,18;650,74;860,49;852,78;782,99;981,32;
475,780;-4,3384;624,94;723,87;676,03;769,35;683,09;652,24;786,43;816,97;754,09;900,76;
476,109;63,049;598,38;758,38;682,36;723,08;631;643,83;794,49;794,49;730,54;894,52;
476,438;8,0914;619,64;776,6;700,19;717,44;642,09;602;837,73;837,98;758,66;930,89;
476,767;42,247;635,95;800,65;763,57;804,51;686,91;594,54;861,65;930,33;716,11;933,9;
477,096;32,955;586,12;797,22;753,09;806,07;705,16;585,87;757,09;876,15;714,94;879,54;
477,425;26,441;595,28;804,28;702;766,02;672,27;594,09;853,82;845,57;791,64;950,48;
477,754;-27,218;643,75;870,8;709,16;866,87;656,35;599,95;868,03;953,72;800,2;1076,3;
478,083;36,991;633,02;906,6;790,25;852,07;640,64;668,03;926,12;956,46;818,76;1117,5;
478,412;52,766;603,3;894,97;774,57;957,06;691,73;620,96;964,07;1003,5;861,95;1143,1;
478,742;42,084;628,92;1123,1;911,41;1131,9;746,98;633,78;1204,9;1318,1;1004,5;1407,7;
479,071;-31,642;649,74;1252,2;996,1;1330,9;752,89;667,89;1529,9;1653,5;1330,3;1943,7;
479,400;46,401;663,95;1860,8;1557,3;2202,5;877,81;738,11;2446,6;2708,9;2078,4;3183,8;
479,729;44,452;835,4;3932,1;3742;5083,3;2090,1;1176,4;5267,1;5805,4;4697;7063,5;
480,058;62,206;3771,5;14056;15832;17915;11668;6557,8;16022;17077;16426;20499;
480,387;-14,083;25533;40797;49191;49430;42395;28811;41755;41912;42242;47231;
480,716;27,179;38573;53140;61863;61829;56410;42513;55220;54512;56220;60713;
481,045;-16,681;44625;59201;64922;64946;62266;49952;61952;61570;63273;64950;
481,374;27,513;47825;62498;64963;64963;64831;54209;64717;64662;64909;64981;
481,703;14,863;47013;62265;64945;64969;64647;54418;64747;64970;64960;64981;
482,032;17,669;47048;62753;64962;64963;64830;54704;64949;64953;64962;64981;
482,361;3,7286;30172;47937;53173;54859;49683;39926;53632;54163;56079;60090;
482,690;45,34;11967;30515;32415;35294;28994;22999;37498;38388;39602;44594;
483,019;-8,6049;4295,6;19704;19579;22293;16231;12143;25449;26553;26785;31352;
483,348;29,813;1882,8;13576;12822;15619;9535,2;6548,3;18174;19178;18594;22710;
483,677;39,417;1046,3;9795,5;8607,7;11054;5536,5;3423,7;13105;13833;12888;16729;
484,006;17,538;973,85;8915,7;7621,7;9763;4691,8;2508,2;11069;12160;10782;14394;
484,335;-32,747;938,13;8086;6673,8;8732,1;3850,2;1950,5;9612,2;10640;9121;12600;
484,664;-5,0103;872,43;7244,8;5825,8;7739,9;3169,5;1596,1;8424,1;9272,4;7631,2;10743;
484,993;-5,9812;903,1;7344,4;5819,4;7603,3;3208,7;1465,7;8159,7;9043,3;7230,7;10247;
485,322;30,002;1003,7;7662,3;5982,3;8000,4;3240;1362;8314,3;9486,7;7332,3;10399;
485,651;51,358;1052,6;7750,9;6160,5;8157,8;3269,8;1503;8278,3;9442,5;7444;10347;
485,980;62,722;1051,2;8430;6634,2;8756,8;3621;1625,6;8596,7;9965,8;7773,5;10773;
486,309;36,842;1048,8;8936,9;6915,7;9076,2;3817,8;1619,5;8962,6;10318;8102,1;11251;
486,638;5,4904;994,4;8757,2;6619,3;8769,2;3652,5;1520,9;8593,3;9924,3;7654;10889;
486,967;-22,158;928,67;8347,7;6403,8;8412;3440,7;1457,6;8154,7;9703,5;7162,8;10452;
487,296;-27,574;1031,2;8716,7;6939;8909;3763,6;1559,4;8621;10328;7867,3;10863;
487,626;-0,7154;1134,2;9300,1;7405,1;9501,9;4208,9;1668,3;9119,6;10898;8557,8;11525;
487,955;5,6323;1228,9;10201;8195,5;10476;4829;1921;9982,9;11823;9323,2;12666;
488,284;4,762;1417,3;11164;9280,5;11658;5609,4;2272,5;10929;12928;10292;13710;
488,613;38,372;1577,2;11635;9944,7;12123;6087,5;2514,7;11326;13606;10965;14275;
488,942;47,487;1777;12609;10849;12956;6783,3;2838,8;12107;14579;11977;15452;
489,271;12,301;2038,1;13479;11840;14041;7578,8;3280;12774;15603;12771;16561;
489,600;14,635;2820,7;15224;13984;16247;9121,4;4292,8;14714;17953;14889;18665;
489,929;20,731;4294,7;17941;16940;19206;11666;5749,7;17473;20607;17850;21644;
490,258;5,2257;5728,2;20231;19814;21928;14012;7204,9;19514;23288;20238;24144;
490,587;28,161;8118,5;23856;24359;26388;17531;9715,7;22894;27456;24181;28193;
490,916;31,927;11203;27578;28421;30459;21388;12346;26124;30985;27586;31659;
491,245;-2,2467;14927;32219;33593;35482;26098;15827;30569;35714;32296;36505;
491,574;64,234;17492;34564;36463;38116;28636;17876;32380;37951;34658;38584;
491,903;35,24;21148;38349;40181;42025;32293;20745;35597;41384;38113;42157;
492,232;17,763;24741;41839;43959;46001;36085;24005;38913;44746;41378;45376;
492,561;69,474;26118;43383;45590;47218;37577;25861;40485;46165;42683;46901;
492,890;34,833;27623;45242;47404;49321;39513;27285;42311;48527;45234;48873;
493,219;-50,041;27286;44524;46636;48267;39097;27164;41951;47922;44862;48220;
493,548;6,8142;26266;44337;45644;47435;38090;26610;41490;47466;44329;48017;
493,877;-30,514;25112;44327;45519;47343;37758;26343;41793;48031;44357;48668;
494,206;19,005;22159;41188;42051;43720;34599;24247;39077;45003;41516;45793;
494,535;19,981;18950;37907;38143;40571;31155;21216;36241;41838;38667;42933;
494,864;164,49;16857;35885;35747;37966;28714;19338;34386;39631;36317;40611;
495,193;-7,1765;14234;33706;33094;35401;26403;17417;32345;37708;34179;38595;
495,522;-10,911;12591;31846;30577;32997;24033;15625;30217;35648;31992;36809;
495,851;43,981;10794;29713;28408;30585;21892;14175;28530;33514;30139;34863;
496,180;38,086;9235,9;26966;25790;28010;19437;11990;26156;30630;27210;31957;
496,509;-21,76;8278,2;25983;24302;26594;17970;11003;24787;29252;25761;30613;
496,839;-2,9117;7659,1;25058;23234;25610;16881;10781;24080;28226;24791;29586;
497,168;-1,5255;6551,5;23220;21432;23668;15291;9531;22457;25901;22955;27482;
497,497;-8,3587;6474,9;23824;21649;23995;15500;9562,8;22715;26534;23207;27686;
497,826;24,118;6217;23088;21204;23345;15042;9127,8;22115;25663;22183;26949;
498,155;46,051;5903,1;22703;20414;22707;14352;8600,6;21420;24950;21372;25831;
498,484;8,3474;5809,8;22731;20241;22354;13894;8470,8;21284;24706;21359;25472;
498,813;-22,74;6410,2;23527;21231;23129;14555;8997;22017;24879;21698;25931;
499,142;5,9318;8021,2;25582;23555;25418;16341;10783;23759;26690;23227;27509;
499,471;-1,7992;11508;29870;28118;29976;20385;13848;27652;30452;27057;30981;
499,800;-9,0053;15802;34536;33195;34988;24793;17668;31901;34809;31499;34923;
500,129;5,0652;18410;37557;36489;38188;27541;20521;34786;37508;34177;37348;
500,458;33,101;20377;39832;38700;40511;29998;22576;37018;39916;36130;39274;
500,787;80,625;20727;39856;38844;40442;30440;22923;37018;40073;36317;39507;
501,116;35,22;18817;37519;36498;38099;28332;21225;34815;37794;34376;37560;
501,445;-9,9348;16077;34458;33044;34730;25205;18709;31843;35116;31589;34776;
501,774;-8,6839;12172;30382;28483;30099;20946;14904;27903;31170;27677;30962;
502,103;15,407;8275,4;25690;23614;25291;16615;10776;23872;26738;23286;26963;
502,432;78,174;5462,9;20963;18966;20522;12558;7559;19868;22422;18798;22788;
502,761;71,662;3427,9;17121;15153;16745;9203,1;5068,9;16452;18675;15039;18840;
503,090;51,608;2689,8;15242;13227;14835;7856,7;3955,4;14772;16827;13317;16925;
503,419;13,917;1940,1;13604;11123;12683;6459;3023;12761;14805;11557;14984;
503,748;29,813;1523,5;11490;9314,5;10723;4877,5;2318,6;10871;12574;9637,2;13062;
504,077;25,659;1198,5;9881,3;7864,6;9393,3;3886,3;1783,7;9375,2;11006;8293,7;11380;
504,406;25,193;1127;9412,6;7421,1;8832,2;3590,1;1580,3;9133,8;10270;7755,7;10768;
504,735;3,7617;1042,6;8798,7;6894,2;8489,9;3250,4;1328,8;8452,9;9961;6998,4;10060;
505,064;5,7547;925,99;7615,9;5664,6;7155,3;2544,6;1117,7;7110,7;8558;5953,7;8672,3;
505,393;50,465;881,7;7646,9;5586,8;7109,3;2709;1122;7140,5;8558,9;6108,9;8684,2;
505,722;59,004;802,36;7166,6;4943,6;6675,4;2281,2;1013;6572,8;7574,2;5310;7986,8;
506,052;18;801,33;6382,4;4464,3;6069,4;1983,4;1001,8;6120,6;7137;4782,7;7495,3;
506,381;26,429;793,56;5122,9;3459,1;4695,8;1463,8;830,58;4800,4;5702,2;3696,7;6208;
506,710;79,226;827,24;5419,9;3848,1;5150,3;1646,7;903,02;5079,7;6213,8;4174,3;6333,1;
507,039;59,462;752,34;4912,9;3396,2;4566,6;1458,9;826,87;4565,9;5776,3;3738;5844,7;
507,368;0,63559;700,23;4504,7;3032,3;4237,9;1453,8;789,26;4262,4;5097,2;3500,4;5431,2;
507,697;-16,557;648,49;4730,6;3107,5;4314,4;1519,7;862,56;4346,6;5242,6;3333,9;5448;
508,026;38,961;704,28;3737,1;2411,1;3477,3;1101,4;804,83;3518,1;4234,6;2690,9;4465,2;
508,355;37,007;668,13;3389,2;2266,5;3292,7;968,48;695,39;3421,3;4262,9;2483,7;4174;
508,684;30,184;677,74;2863,2;1954,4;2702,9;979,68;641,45;2890,4;3426,6;2153,9;3773,8;
509,013;32,853;649,47;2796,7;1884,2;2552,9;1003,8;601,01;2801,8;3503,9;2129,8;3828,6;
509,342;-14,339;636,86;3067,8;1957,1;2628,6;1042,1;704,82;2900,1;3563,8;2146,6;3991,7;
509,671;34,521;643,24;2764,8;1885,1;2479,2;934,52;765,52;2700,6;3341,6;2142,6;3726,9;
510,000;24,11;697,85;3464,6;2491,4;3231,9;1156,9;697,73;3265,2;4200,8;2492,5;4546,4;
510,329;38,343;792,74;5579,1;4274,4;5472,4;2037;933,15;4884,4;6360,9;4414,2;6932,4;
510,658;33,462;1328;9064,7;8243,1;9606,7;4510,2;1610,4;7880,6;10099;7421,9;10566;
510,987;39,335;4050,9;14997;14859;16352;9598,7;4420,2;12944;15973;12649;16138;
511,316;8,508;7138,4;19281;19510;21129;13871;7383,7;16914;20287;17166;20347;
511,645;65,443;8855,8;21851;22382;24210;16506;9238,8;19229;23014;19818;23315;
511,974;5,0134;9922,3;23893;24501;26432;18565;10847;20966;25122;21806;25797;
512,303;-10,401;9685,7;23977;24305;26309;18574;11129;21255;25497;22204;26290;
512,632;-29,886;7511,8;21433;21286;23318;15755;9177,6;19148;23005;19828;24051;
512,961;-15,512;4043,7;16609;15901;17799;11064;5962,3;14928;18257;15294;19503;
513,290;-13,209;1692,8;10913;10162;11677;6188,5;2992,5;10317;12857;10188;13903;
513,619;32,196;953,79;7801,6;6582,4;7991,1;3501,5;1597,9;7514,9;9435,5;7100,8;10352;
513,948;35,246;766,12;5823,4;4515,2;5837,4;2190,7;1060,9;5679,8;7131,8;5163,7;7900,9;
514,277;34,955;725,09;4203,5;3394;4286,6;1540,6;847,32;4342,2;5329,6;3670;5925,6;
514,606;-8,5969;708,86;2898,7;2290,6;2803,3;1132,4;725,61;2848,6;3509,3;2325;3937,8;
514,936;-34,149;612,76;2111;1514;1887,3;852,31;637,34;1956,1;2470,9;1542,6;2688,7;
515,265;-27,816;617,54;2069,7;1416,4;1845,4;836,57;635,96;1945,3;2278,6;1483,6;2482,3;
515,594;-13,916;679,51;2219,2;1434,5;1902,8;812,23;656,55;2078,8;2323;1519,9;2492;
515,923;-6,9614;667,12;2078,9;1375,6;1794,6;774,4;664,16;1976,5;2230,3;1440,3;2372,1;
516,252;1,9002;633,6;1860;1281,2;1664,3;791,09;628,4;1730,2;1918,9;1273,3;2023,2;
516,581;50,793;612,13;1842,4;1252,3;1602,1;766,1;627,61;1689,5;1769,4;1147,4;1811,7;
516,910;47,546;606,45;1845,7;1280,1;1643,4;766,49;658,86;1754,1;1722,3;1158,8;1888,5;
517,239;20,248;614,9;1850,7;1271,5;1609,8;769,36;638,35;1781,3;1751,6;1142,2;1849,2;
517,568;34,791;636,15;1911,2;1311,2;1565;756,06;643,85;1679,3;1712,9;1084,5;1703,6;
517,897;-2,7021;612,47;1882,1;1356,5;1644,3;769,91;636,21;1574,3;1697,2;1098,2;1656,4;
518,226;-19,651;597,81;1727,8;1233,5;1547,8;773,18;642,42;1549,5;1717,1;1114,1;1650,1;
518,555;25,514;626,92;1645;1185,1;1407,2;804,09;668,71;1507,7;1588,8;1042,9;1583,1;
518,884;55,069;574,79;1547;1088,5;1262;744,58;592,7;1434,6;1500,4;1013,6;1487,9;
519,213;34,528;585,84;1377;1015,7;1147,4;671,66;553,06;1286,9;1344,7;935,76;1291,5;
519,542;22,819;660,33;1447,7;984,84;1188;648,95;550,41;1325,7;1438,3;984,52;1469,1;
519,871;26,751;664,55;1136,5;849,43;959,82;659,82;645,34;978,37;1036,1;897,33;1149,6;
520,200;13,026;673,79;1022,4;848,87;968,85;692,3;646,54;1027,1;1080,9;814,17;1139,3;
520,529;69,795;593,1;974,5;742,03;888,78;701,32;593,08;953,85;937,37;740,66;991,81;
520,858;24,479;676,24;900,71;653,09;873,72;655,59;618,65;881,26;874,71;719,85;894,8;
521,187;12,482;537,69;931,69;787,66;827,47;641,03;598,05;900,31;947,04;818,22;924,99;
521,516;-4,4698;606,82;957,67;754,29;852,35;692,22;583,37;867,8;971,91;767,34;975,53;
521,845;44,646;589,61;915,83;773,17;759,79;572,06;569,83;855,65;796,05;719,17;900,35;
522,174;2,9382;596,33;937,63;774,15;792,74;670,28;569,58;835,4;848,67;697,83;922,83;
522,503;56,137;600,38;969,98;761,16;846,92;714,05;595,35;894,7;844,79;671,71;891,34;
522,832;-5,5672;587,16;861,16;742,38;866;651,21;667,91;823,93;861,5;770,47;878,69;
523,161;13,064;594,05;868,02;716;822,98;702,91;663,94;864,03;840,02;619,1;950,97;
523,490;66,895;639,08;880,74;715,02;802,42;631,47;615,98;886,54;859,6;704,25;928,46;
523,819;16,251;601,67;853,21;746,62;774,21;610,83;593,92;783,5;799,63;744,33;762,21;
524,149;-15,054;586,88;714,23;619,6;688,65;642,8;552,7;702,15;818,56;626,97;794,36;
524,478;-31,653;579,59;877,17;723,64;779,16;711,85;620,52;825,21;836,48;688,6;879,42;
524,807;-19,58;617,47;748,95;633,79;660,06;605,27;599,26;753,79;743,16;657,42;775,16;
525,136;-31,97;594,06;814,95;739;818,75;609,46;612,59;781,54;788,75;724,6;848,44;
525,465;-41,668;582,33;747,76;687,84;751,98;669,08;586,03;700,95;791,89;662,58;766,43;
525,794;94,076;579,34;814,58;710,89;780,86;677,34;606,75;749,14;727,86;703,17;789,05;
526,123;85,559;580,62;812,37;722,05;725,22;694,82;607,14;707,74;786,26;724,53;768,66;
526,452;50,187;617,28;799,33;696,19;723,41;691,11;562,63;724,97;769,88;684,41;725,72;
526,781;27,65;566,37;735,6;640,65;692,46;682,09;587,07;661,62;722,62;640,76;699,88;
527,110;78,235;591,29;692,37;688,7;621,54;606,85;574,11;648,96;699,8;672,8;721,12;
527,439;23,001;634,29;703,59;643,98;669,19;639,31;590,67;678,84;729,37;729,8;729,27;
527,768;31,631;614,71;743,4;643,66;716,84;658,89;607,04;708,72;684,24;689,64;691,66;
528,097;45,633;568,5;678,38;645,11;652,85;610,83;558,04;678,72;738,62;616,78;693,09;
528,426;13,861;578,84;716,87;709,9;646,16;653,93;594,95;657,02;693,51;660,25;692,39;
528,755;15,966;643,33;696,61;648,76;599,69;666,47;611,24;628,69;664,83;648,44;671,32;
529,084;-6,2757;623,59;740,97;647,76;644,21;687,28;637,76;652,48;673,24;649,07;704,83;
529,413;-21,8;589,2;737,61;633,8;708,2;639,81;631,4;699,4;694,4;656;762,2;
529,742;-2,7829;621,91;744,54;623,85;712,63;651,76;592,73;731,8;706,84;669,11;750,57;
530,071;10,117;613,94;720,95;645,7;711,35;686,86;558,46;690,4;690,37;654,52;696,85;
530,400;-2,9767;548,83;723,08;671,96;689,27;630,39;596,76;682,4;661,34;594,37;741,27;
530,729;29,449;580,09;742,91;697,24;709,35;615,98;599,07;701,66;705,92;601,28;790,7;
531,058;50,159;663,32;1020,3;857,83;879;713,47;565,94;1259,2;1226,5;790,34;923,92;
531,387;25,671;747,87;1607,2;1217,5;1206;902,42;622,03;2442,3;2478;1111,5;1180,2;
531,716;11,083;897,79;2518,6;1835,9;1743,9;1132,6;669,54;3913;4580,2;1659,4;1586,5;
532,045;10,158;1054,3;3279,5;2354,5;2345,6;1267,2;689,49;5316,3;5974,5;2090,8;1872;
532,374;16,07;1154,2;3517,8;2525,5;2733,6;1406,2;748;5685;5747;2157,2;1971,4;
532,703;30,317;1210,8;3719,6;2657,2;2750,2;1526,6;788,69;5098,4;5465,3;2247,2;2169,5;
533,032;66,171;1052,1;2871,9;2041,2;2036,8;1179,5;767,69;3658;4138,7;1787,6;1711,1;
533,362;33,273;673,58;1284,1;973,54;1025,4;693,17;660,4;1591,6;1744;910,86;940,73;
533,691;27,535;564,68;727,87;754,85;685,77;671,87;564,31;830,13;764,81;659,98;742,03;
534,020;84,641;594,12;653,24;695,71;656,61;692,77;572,38;745,27;689,73;657,55;698,11;
534,349;66,851;669,63;700,33;706,65;689,81;614,44;591,96;695,29;646,63;635,53;639,57;
534,678;31,031;659;687,6;616,21;686,38;644,74;647,06;696,27;617,3;669,3;668,01;
535,007;-9,2444;653,24;645,01;699,49;722,46;673,76;645,22;704,26;650,21;700,95;685,48;
535,336;0,15024;634,16;674,28;676,35;670,88;671,88;591,82;708,06;599,95;628,78;681,85;
535,665;15,332;624,85;686,05;629,17;702,04;653,53;550,23;670,04;650;623,67;749,47;
535,994;41,875;610,72;618,98;618,02;646,95;696,06;577,22;726,63;647,53;638,36;698,02;
536,323;-21,742;608,8;613,25;648;627,91;638,18;558,59;611,96;641,41;603,89;717,82;
536,652;13,696;639,54;710,97;652,03;743,51;678,9;627,02;602,45;657,93;582,5;668,75;
536,981;55,685;604,89;602,5;660,78;721,69;635,92;601,21;619,48;632,23;636,43;679,98;
537,310;-25,61;656,26;675,1;572,95;633,53;690,99;545,38;715,69;649,97;673,11;723,19;
537,639;40,862;649,66;637,85;637,11;648,05;648,31;580,48;697,43;617,53;673,2;692,8;
537,968;15,346;714,97;663,48;625,1;670,03;633,69;648,73;621,17;622,93;659,55;698,1;
538,297;-30,711;539,83;618,45;588,45;683,02;669,41;537,83;639,11;622,54;588,06;661,36;
538,626;32,711;558,66;667,56;635,1;661,11;657,31;556,05;678,18;634,5;628,75;705,81;
538,955;22,88;647,92;719,35;605,15;563,98;633,98;625,38;617,97;684,26;653,31;666,18;
539,284;10,14;639,1;650,75;620,83;562,02;632,02;665,56;720,87;605,86;579,81;684,8;
539,613;18,725;670,02;666,48;600,64;606,59;653,33;566,15;615,36;687,4;616,81;669,49;
539,942;47,482;676,7;636,62;688,3;584,26;652,1;634,21;674,66;667,21;656,93;641,47;
540,271;1,5748;604,47;584,79;653,01;673,2;656,65;570,12;614,77;644,61;623,66;621,4;
540,600;45,317;594,45;626,5;629,07;679,09;608,77;618,69;710,09;644,82;651,94;609,08;
540,929;38,427;621,6;620,32;603,85;721,73;616,46;598,18;617,62;628,98;610,49;566,16;
541,258;13,498;659,82;640,76;650,61;681,74;675,45;527,11;681,6;603,5;618,93;661,97;
541,587;13,404;619,9;643,15;575,46;635,86;643,16;581,67;640,24;660,42;578,45;702,53;
