;ZnRDX_15mJ_211us_5ms_25Jul19_2.sgd;ZnRDX_15mJ_211us_5ms_25Jul19_2.sgd;ZnRDX_15mJ_211us_5ms_25Jul19_2.sgd;ZnRDX_15mJ_211us_5ms_25Jul19_2.sgd;ZnRDX_15mJ_211us_5ms_25Jul19_2.sgd;ZnRDX_15mJ_211us_5ms_25Jul19_2.sgd;ZnRDX_15mJ_211us_5ms_25Jul19_2.sgd;ZnRDX_15mJ_211us_5ms_25Jul19_2.sgd;ZnRDX_15mJ_211us_5ms_25Jul19_2.sgd;ZnRDX_15mJ_211us_5ms_25Jul19_2.sgd;ZnRDX_15mJ_211us_5ms_25Jul19_2.sgd;
Wavelength [nm];Intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;
689,983;-7,3897;588,42;598,98;544,66;593,61;545,43;598,85;595,77;627,64;562,1;574,73;
690,312;-19,284;559,33;653,84;612,45;610,28;547,9;587,15;574,7;595,01;538,3;551,69;
690,641;-26,356;624,4;631,43;642,95;585,12;603,98;597,15;565,25;602,24;555,92;562,23;
690,970;-25,51;621,83;596,59;619,38;546,03;620,23;596,84;582,38;578,68;565,66;600,5;
691,299;6,7892;565,62;561,79;556,78;529,19;621,12;592,99;615,97;603,43;577,29;586,04;
691,628;-2,1619;537,86;572,72;556,51;548,21;591,55;561,15;617,81;611,9;540,75;623,15;
691,957;-6,7025;577,28;579,06;623,14;547,15;585,51;554,73;575,56;575,24;531,03;624,25;
692,286;31,391;578,12;635,91;651,17;563,5;594,03;591,53;566,88;622,78;566,37;593;
692,615;16,225;566,5;639,08;624,15;598,73;607,88;600,72;557,07;601,58;593,36;570,02;
692,944;6,6156;526,38;594,18;625,19;591,39;624;576,85;562,77;594,52;600,18;553,98;
693,273;-14,208;560,73;623,96;624,18;595,46;590,73;550,36;584,84;674,11;594,49;584,17;
693,602;-11,037;567,86;600,16;609,17;596,03;541,18;585,42;532,69;637,6;589,08;582,33;
693,931;15,74;559,89;550,11;606,98;603,38;550,39;561,07;545,19;643,1;624,65;574,72;
694,260;39,886;579,69;542,46;560,89;585,67;548,5;623,21;625,14;604,4;630,81;606,39;
694,589;39,652;614,41;580,92;567,15;575,15;550,33;639,79;643,64;583,39;661,14;624,38;
694,918;38,497;604,73;617,05;629,58;594,44;611,13;577,88;596,56;599,69;596,97;620,54;
695,247;13,564;628,43;583,78;629,19;621,12;627,96;530,64;604,83;607,53;609,29;633,9;
695,576;53,704;649,04;617,08;595,89;609,06;597,84;537,92;655,19;617,86;649,92;554,37;
695,905;48,145;589,64;639,34;609,01;601,39;572,39;537,82;623,33;577,18;661,87;532,84;
696,234;45,81;578,67;650,41;581,83;619,86;553,81;574,47;594,51;580,06;620,91;512,57;
696,563;10,069;579,78;599,07;581,73;613,3;604,66;580,13;569,75;596,77;548,59;550,99;
696,892;10,677;542,64;548,8;596,16;598,04;557,64;538,2;590,53;571,48;540,36;577,24;
697,221;-6,1515;572,57;593,28;625,22;617,64;550,7;550,35;637,51;597,57;617,14;607,93;
697,551;15,181;600,08;591,6;591,06;609,77;607,26;597,11;574,95;620,13;652,8;600,29;
697,880;-28,019;625,17;563,97;540,47;609,84;609,15;604,28;558,73;659,68;658,7;574,9;
698,209;-18,73;557,47;573,96;539,09;608,87;576,96;562,05;537,75;631,3;608,04;591,99;
698,538;37,148;547,46;579,25;592,67;640,77;585,7;566,58;598,77;588,27;568,61;604,1;
698,867;33,195;604,15;611,14;608,09;652,51;609,08;552,24;617,52;585,51;561,72;650,46;
699,196;-11,744;613,09;635,14;577,54;586,23;599,39;572,38;600,21;603,99;578,12;585,66;
699,525;1,8639;540,25;614,34;584,52;590,82;565,97;581,71;614,94;586,18;558,03;579,95;
699,854;-13,981;579,65;600,31;555;608,65;576,36;594,34;623,26;619,33;583,36;574,34;
700,183;10,662;582,48;560,08;591,1;587,96;602,71;597,36;555,16;619,6;618,03;599,22;
700,512;16,928;618,95;543,91;634,7;580,62;579,16;593,94;589,9;611,08;596,53;626,42;
700,841;24,719;560,45;584,67;590,17;554,69;562,21;625,79;564,49;569,97;580,4;575,57;
701,170;41,019;556,22;635,92;571,37;567,15;560,39;647,84;576,12;595,56;585,24;514,37;
701,499;56,767;656,06;620,92;541,1;561,91;572,18;610,25;575,38;561,07;567,5;570,47;
701,828;5,5938;674,53;607,49;613,27;607;621,81;649,41;597,68;544,24;596,45;601,23;
702,157;4,4244;639,1;567,79;599,58;578,58;578,36;655,47;619,26;595,58;586,26;594,32;
702,486;-22,327;668,8;563,63;622,1;580,75;592,95;637,45;617,45;618,12;614,36;579,03;
702,815;23,503;565,47;576,19;610,42;570,85;546,95;574,45;594,86;641,35;566,88;590,74;
703,144;58,879;576,01;609,95;612,75;557,47;604,56;608,72;621,66;586,72;631,14;576,64;
703,473;48,219;616,68;641,03;585,99;585,36;588,38;585,43;608,82;561,29;680,56;606,72;
703,802;4,1037;596,9;646,84;576,02;623,84;599,59;605,17;616,83;576,78;589,61;608,5;
704,131;50,971;619,53;615,98;608,07;584,23;549,92;623,04;589,61;588,79;585,27;556,7;
704,460;8,0895;562,74;641,21;572,38;548,31;574,43;634,3;552,2;581,21;579,19;576,37;
704,789;13,916;514,9;630,59;587,72;533,06;539,46;612,54;559,3;570,59;606,41;596,64;
705,118;-1,0524;576,09;639,09;542,18;548,54;585,16;594,61;583,05;567,27;626,27;549,72;
705,447;42,862;597,1;637,53;581,57;561,98;609,64;623,17;573,95;553,36;611,19;587,31;
705,776;78,264;596,51;619,51;569,66;580,12;626,49;592,86;589,68;544,09;606,08;554,45;
706,105;79,687;579,67;647,57;525,35;599,92;647,08;614,6;611,66;550,88;600,96;525,71;
706,434;-15,851;606,74;584,14;563,4;611,71;596,8;599,74;537,4;602,52;561,13;571,94;
706,764;9,7798;614,44;636,45;554;628,97;535,66;582,09;531,14;646,57;554;568,82;
707,093;-97,031;593,46;612,09;558,72;637,14;592,22;629,74;566,11;602,07;568,46;633,73;
707,422;-57,718;586,79;639,29;561,66;566,24;567,89;572,21;604,54;538,37;602,47;606,88;
707,751;25,673;611,87;655,45;576,88;633,63;651,43;666,81;575,67;657,17;598,24;560,55;
708,080;33,272;631,38;614,88;579,5;622,1;580,84;615,55;620,17;597,88;595,94;568,05;
708,409;1,9071;574,73;585,97;573,8;521,83;604,87;602,34;620,5;565,38;587,71;546,67;
708,738;9,8427;541,24;627,65;621,49;536,08;575,92;599,92;596,84;615,49;611,12;575,29;
709,067;10,843;570,52;566,46;559,82;573,46;598,35;598,18;607;567,07;583,64;567,89;
709,396;57,051;508,82;594,97;559,7;589,09;559,84;571,59;592,62;534,63;594,65;536,67;
709,725;-1,2724;547,52;591,57;573,11;595,51;579,19;550,62;557,51;612,77;632,38;571,51;
710,054;15,032;540,46;536,05;579,53;591,32;571,23;568,14;570,22;596,09;626,66;573,22;
710,383;-30,382;560,2;561,62;598,73;542,53;660,19;585,86;570,46;675,72;598,99;585,62;
710,712;59,082;540,51;631,19;573,22;528,77;608,04;551,65;544,08;625,98;552,9;653,59;
711,041;46,248;562,5;568,26;600,22;576,68;589,26;597,38;544,45;640,79;591,37;580,19;
711,370;32,738;592,41;576,87;609,11;569,06;524,77;607,15;559,6;557,3;566,79;548,78;
711,699;23,64;591,81;597,96;605,96;542,33;599,48;600,06;539,4;592,5;596,65;528,47;
712,028;1,8189;568,72;600,46;608,57;507,09;599,56;538,37;563,81;612,38;519,69;587,06;
712,357;19,675;592,24;622,47;584,79;528,09;588,22;526,18;600,57;527,74;564,64;584,38;
712,686;55,743;623,04;644,86;608,71;533,56;584,96;623,4;588,86;545,53;599,29;620,35;
713,015;47,057;634,32;651,64;591,68;589,49;689,09;601,21;605,38;589,01;610,94;629,23;
713,344;14,819;581,98;618,09;557,59;585,19;630,31;566,23;611,31;562,81;618,7;628,79;
713,673;3,7474;579;553,44;560,59;566,33;576,6;570,86;593,41;569,73;574,76;607,84;
714,002;37,357;580,77;574,1;570,96;552,7;525,26;600,86;616,16;586,99;581,55;543,39;
714,331;-1,0084;560,79;640,03;677,63;587,1;574,59;622,44;597,54;624,55;604,33;584,29;
714,660;-7,5132;523,89;576,55;628,22;552,57;535,07;596,99;596,95;574,08;642,79;605,03;
714,989;-13,999;609,24;610,25;592,49;592,24;584;580,25;562;605,49;633,98;607,99;
715,318;-4,7396;537,71;592,74;571,9;573,89;566,26;572,69;576,28;524,17;525,94;554,46;
715,647;0,15766;591,87;611,18;649,01;662,99;564,7;626,45;571,39;598,45;573,23;578,78;
715,977;31,588;629,45;634,83;617,05;650,2;585,99;649,71;608,1;620,26;590,89;567,98;
716,306;5,2598;564,82;615,22;546,52;592,51;583,82;637,81;581,21;598,26;609,69;588,06;
716,635;9,8852;564,98;610,2;590,16;574,52;589,39;577,82;586,82;548,08;576,82;611,08;
716,964;28,793;613,26;579,89;574,47;544,35;636,85;609,04;587;580,23;595,78;558,34;
717,293;11,734;611,73;592,13;617,78;606,76;591,76;596,4;618,69;584,98;562,27;595,98;
717,622;-10,974;606,44;597,42;610,34;603,8;623,29;577,95;582,51;602,39;579,36;620,8;
717,951;10,431;586,16;649,08;587,32;591,65;626,03;586,43;545,13;636,78;551,27;584,95;
718,280;-5,6292;594,3;585,46;567,27;587,14;619,92;599,1;527,57;592,62;611,31;587,6;
718,609;11,633;602,56;601,63;615,34;629,84;553,52;600,71;535,02;572,41;612,84;585,96;
718,938;49,852;628,07;622,03;592;626,86;624,57;575,59;579,1;627,58;559,14;618,11;
719,267;101,41;582,72;591,79;552,24;584;577,93;620,1;577;619,76;570,93;619,41;
719,596;23,582;585,55;660,51;569,94;600,53;650,55;565,31;611,29;612,25;578,45;595,29;
719,925;70,43;523,3;650,91;565,55;534,7;580,83;560;632,19;590,04;592,39;613,3;
720,254;-15,417;546,49;561,77;594,78;600,72;579,29;561,2;572,15;569,2;600,83;577,1;
720,583;12,002;585,72;561,52;584;594,36;602,48;571,72;579,91;518,52;541,44;621,49;
720,912;19,622;633,73;514,75;601,85;546,85;606,93;566,62;625,73;540,32;570,28;486,59;
721,241;63,031;596,08;560,15;561,96;505,52;575,17;505,04;576,27;575,32;599,7;555,89;
721,570;-54,54;575,14;586,72;621,47;573,17;628,09;584,58;587,73;621,19;623,47;598,63;
721,899;-19,787;565,58;591,87;571,87;583,5;600,61;611,65;561,19;587,43;587,28;553,15;
722,228;-31,648;664,89;592,86;591,06;619,32;599,23;598,84;559,45;676,05;630,86;604,9;
722,557;-18,367;594,06;561,73;607,44;527,3;619,48;584,34;635,05;583,01;606,2;582,22;
722,886;-15,507;556,92;538,06;557,28;605,53;608,31;576,52;570,34;532,59;596,59;602,48;
723,215;-16,245;545,86;535,15;558,11;629,66;580,93;607,22;539,78;575,12;560,7;586,53;
723,544;38,917;630,9;604,63;586,93;600,96;603,79;554,77;525,75;643,33;567,15;548,25;
723,873;32,785;540,26;620,26;632,15;601,37;568,51;594,83;552,86;551,75;525,51;597,97;
724,202;9,1094;558,73;605,3;570,13;587,96;620,81;564,99;575,48;593,26;545,4;589,91;
724,531;31,315;521,28;646,95;538,84;567,44;573,2;614,04;555,36;649;557,8;600,36;
724,861;-18,038;567,35;555;590,2;568,86;615,48;633,86;560,46;579,26;553,77;544,87;
725,190;51,743;554,43;560,29;601,93;630,78;629,26;592,97;601,32;547,66;500,45;537,4;
725,519;-26,765;589,88;563,03;616,88;651,86;651,14;602,71;575,28;562,47;535,56;610,3;
725,848;26,87;558,72;541,19;593,2;601,72;584,25;575,58;533,88;530,24;596,84;626,52;
726,177;-9,3522;561,24;598,43;592,89;598,92;543,42;612;585,3;547,44;650,34;609,04;
726,506;-19,853;557,88;564,81;524,32;573,8;576,66;606,67;536,9;566,07;585,1;559,73;
726,835;3,8334;546,21;584,21;570,37;541,12;622,3;596,07;622,13;654,97;606,25;554,96;
727,164;34,848;562,15;579,98;577,19;548,69;548,51;606,25;639,86;587,05;553,03;541,26;
727,493;16,262;586,59;553,54;568,19;608,78;630,64;573,15;637,69;589,49;549,02;578,22;
727,822;46,926;562,35;566,59;615,04;606,95;557,37;556,47;599,64;546,1;568,72;590,03;
728,151;-24,86;616,74;598,94;633,68;579,66;567,14;558,79;630,35;590,91;621,6;526,35;
728,480;26,823;618,75;540,34;603,03;508,7;564,68;560,85;584,85;562,07;574,63;563,01;
728,809;17,696;621,45;591,67;574,58;597,62;606,72;584,8;628,51;568,48;595;606,99;
729,138;25,788;600,37;648,4;527,25;574,97;567,66;597,98;654,54;645,51;586,6;589,74;
729,467;10,791;511,44;610;596,96;583,26;594,97;644,68;589,67;674,26;553,81;539,91;
729,796;-2,2644;552,15;607,26;603,05;583,24;615,21;574,75;620,24;585,68;533,99;570,53;
730,125;25,223;604,5;603,74;570,76;588;632,26;580;626,75;613,52;546,99;567,23;
730,454;63,946;596;622,51;572,3;576,99;609,5;594,26;612,19;581,77;562,48;587,44;
730,783;23,859;592,75;619,39;603,87;572,82;608,99;614,28;576,46;609,01;545,25;533,78;
731,112;52,278;602,61;592,73;541,22;611,31;596,69;615,63;668,2;604,93;550,32;554,06;
731,441;-10,732;618,78;632,35;548,47;617,82;582,06;583,01;641,57;575,88;578,6;594,07;
731,770;-18,975;590,31;574,69;586,61;575,63;612,6;593,9;609,33;554,04;573,03;627,92;
732,099;-44,276;633,65;619,18;573,44;583,36;639,88;609,07;601,27;564,09;509,98;546,72;
732,428;-14,715;601,98;558,05;586,95;631,21;578,74;582,92;568,25;587,31;545,43;570,63;
732,757;-7,6418;559,4;597,49;572,05;554,72;621,48;573,48;618,84;611,22;566,07;551,28;
733,086;-13,836;602,01;610,69;625,41;569,07;602,45;600,56;552,8;590,15;559,28;563,93;
733,415;-44,39;603,48;573,96;634,61;570,13;594,26;661,13;597,35;587,39;543,09;647,17;
733,744;1,457;552,31;560,6;629,98;620,08;554,79;611,44;595,87;538,13;587,94;607,17;
734,074;12,682;566,01;605,13;631,88;623,93;606,12;622,72;568,78;521,8;548,2;573,34;
734,403;4,7602;576,78;556,45;610,19;586,95;555,91;570,2;558,06;549,39;548,43;593,83;
734,732;11,652;533,26;584,07;611,23;590,08;612,21;545,93;568,46;584,2;594,53;542,65;
735,061;36,207;567,51;572,77;526,09;555,68;581,55;573,83;588,2;612,29;582,07;589,71;
735,390;-15,444;610,95;585,65;557,25;592,41;587,53;612,37;589,77;632,4;546,96;599,29;
735,719;26,736;573,38;560,83;613,76;574,55;581,38;561,05;607,86;550,23;575,87;640,19;
736,048;-21,907;601;580,08;640;604,46;600,55;541,91;601,46;591,54;621,37;584,91;
736,377;-28,139;593,82;635,75;613,11;590,84;573,57;562,96;548,03;646,85;605,9;572;
736,706;-6,1347;588,55;593,3;558,01;591,06;594,6;590,9;586,37;611,99;614,05;602,93;
737,035;2,3335;578,72;571,39;601,39;554,17;634,17;596,5;556,33;599,61;553,78;597,83;
737,364;22,592;615,18;599,32;586,28;535,5;631,17;567,91;561,79;613,62;565,62;628,24;
737,693;59,839;640,62;597,81;556,28;569,85;572,13;574,06;555,44;595,94;565,1;623,03;
738,022;11,125;611,04;586,03;600,17;591,04;588,09;572,78;630,14;603,17;600,59;597,27;
738,351;33,326;591,66;565,1;577,03;570,45;559,01;593,29;601,98;589,44;562,84;598,44;
738,680;11,05;653,6;617,78;549,06;537,68;565,08;590,72;615,34;570,7;556,28;605,96;
739,009;73,511;596,55;594,17;575,24;541,08;624,95;597,6;570,53;566,45;506,1;620,04;
739,338;10,316;602,61;610,08;567,16;598,48;640,52;609,53;561,42;559,23;568,48;564,33;
739,667;25,963;638,9;565,76;582,9;623,41;558,71;622,12;547,98;563,79;608,37;611,63;
739,996;16,089;645,78;563,5;637,34;599,26;563,91;621,18;530,82;619,39;606,96;578,48;
740,325;11,284;590,38;576,26;665,04;542,03;588,41;657,32;555,43;583,63;548,37;575,46;
740,654;1,0576;603,49;646,9;578,62;549,39;616,6;694,94;556,89;608,5;595,02;557;
740,983;53,525;614,66;652,08;559,68;573,04;604,77;585,41;575,77;620,51;568,1;550,3;
741,312;-10,498;582,05;586,12;584,33;571,9;556,48;561;571,78;598,75;591,75;543,7;
741,641;38,669;577,78;506,58;524,86;623,84;573,54;591,71;595,73;577,78;585,92;560,72;
741,970;-25,721;621,16;612,35;604,15;616,88;586,65;608,32;614,75;649,57;619,88;636,69;
742,299;17,382;554,41;594,24;590,35;599,16;550,28;570,07;626,34;600,66;568,24;617,64;
742,628;58,292;588,32;580,06;563,98;617,2;593,6;579,29;625,3;568,13;511,2;572,92;
742,957;54,542;571,71;558,81;573,55;614,1;540,94;594,83;519,8;620,12;561,85;570,01;
743,287;-5,0884;593,11;607,34;603,66;576,61;601,65;591,89;562,67;620,65;616,08;577,27;
743,616;-28,938;580,12;600,75;583,28;540,39;569,81;613,23;602,26;581,1;534,77;562,11;
743,945;-48,491;609,25;534,31;594,64;567,66;593,17;567,43;593,83;586,55;557,26;551,79;
744,274;13,108;585,63;578,61;581,16;571,43;607,44;569,64;572,38;589,28;573,93;551,81;
744,603;2,5793;609,82;591;580,56;549,4;635,34;606,72;554,01;609,23;610,13;595,67;
744,932;40,792;598,61;565,88;572,54;590,67;599,58;557,61;635,77;579,64;557,91;601,54;
745,261;12,779;596,89;626,68;585,5;597,7;623,61;583,33;581,63;588,32;588,29;526,74;
745,590;31,872;570,04;653,88;542,5;605,91;625,34;578,26;569,07;588,45;580,86;560,96;
745,919;-9,6552;633,72;653,95;632,51;593,02;627,24;583,67;600,73;605,3;585,8;567,93;
746,248;28,229;631,11;601,79;619,83;594,31;566,93;591,63;620,47;605,43;548,04;595,4;
746,577;-4,6559;603,19;611,93;556,39;589,19;628,5;538,77;587,08;583,96;583,04;607,61;
746,906;23,369;579;576,44;575,51;586,89;605,2;548,64;605,31;537,98;624,69;614,32;
747,235;18,746;593,44;571,49;597,16;584,38;640,65;603,79;612,99;558,39;606,09;602,11;
747,564;21,281;623,2;566,07;546,15;574,36;627,22;618,93;587,94;585,14;539,46;609,55;
747,893;31,881;627,93;585,49;612,21;584,97;593,61;621;582,36;601,48;606,6;605,97;
748,222;62,99;616,25;590,75;628,88;588,67;602,09;640,16;560,23;563,07;573,22;555,85;
748,551;25,383;613,94;581,76;590,55;634,29;621,57;619,87;599,28;536,86;553,89;521,96;
748,880;16,833;624,92;545,56;575,51;629,35;608,41;646,97;602,06;580,5;547,19;583,7;
749,209;-5,5652;590,84;588,34;564,63;593,44;623,15;594,61;555,82;592,73;575,61;620,63;
749,538;7,157;602,83;601,93;611,98;561,92;571,19;553,35;499,47;587,11;597,37;613,26;
749,867;-7,4055;630,89;564,73;613,03;523,11;598,48;583,91;538,24;607,02;604,04;618,62;
750,196;-12,053;630,01;571,47;585,05;534,1;586,62;614,1;555,09;625,72;631,15;586,18;
750,525;-23,319;639,39;535,69;575,46;564,31;599,62;627,32;571,68;611,47;614,78;529,76;
750,854;16,975;585,79;554,26;584,64;593,84;555,51;590,61;609,65;559,59;549,82;557,37;
751,183;18,354;592,83;592,61;555,64;619,26;557,83;593,52;576,43;569,22;601,27;517,18;
751,512;8,1364;586,22;570,89;542,82;616,97;566,05;607,69;558,03;569,58;644,88;562,8;
751,841;-6,5906;545,96;562,79;636,4;601,27;571,95;609,44;600,42;558,45;588,29;605,33;
752,170;41,866;567,43;590,32;634,19;584,66;583,57;566,27;625,18;570,16;554;595,21;
752,500;7,0577;557,12;630,28;594,29;593,88;592,26;573,45;570,96;590,81;558,87;561,72;
752,829;6,4483;548,06;614,25;556,74;585,69;623,5;608,88;591,5;565,33;568,46;597,46;
753,158;-7,546;591,46;609,34;603,62;599,27;591,98;584,66;609,98;623,19;552,99;595,63;
753,487;-35,689;610,33;645,99;622,48;621,43;550,51;621,92;606,98;658,9;548,94;572,15;
753,816;-15,495;583,17;610,8;588,32;598,96;555,79;629,63;579,84;579,44;576,79;563,47;
754,145;46,779;568,54;572;578,82;550,97;571,71;641,99;596,72;552,27;600,73;578,18;
754,474;33,571;554,71;594,72;581,86;536,57;582,99;631,56;608,57;585,56;581,41;582,43;
754,803;-1,2797;516,57;604,24;604,95;547,04;555;590,89;602,92;563,93;555,21;574,67;
755,132;-11,315;561,01;604,07;579,63;624,43;590,84;597,75;618,55;587,89;611,03;558,91;
755,461;13,779;607,87;645,17;519,75;638,12;596,78;631,29;609,37;576,92;608,42;556,25;
755,790;11,234;574,62;661,01;569,02;542,62;555,09;677,67;576,77;580,56;598,2;545,68;
756,119;3,8627;548,4;662,47;579,31;495,63;566,19;659,96;580,16;585,51;586,14;566,18;
756,448;-2,0813;582,14;622,1;567,58;579,57;598,97;596,74;600,45;589,51;597,97;560,95;
756,777;-0,34867;615,12;625,78;557,54;600,88;611,66;600,15;592,31;608,77;581,4;566,86;
757,106;-15,078;613,77;619;577,15;592,61;597,7;614,85;604,61;592,62;586,69;587,54;
757,435;-10,7;560,03;567,64;630,1;597,6;599,54;595,96;629,6;599,33;622,66;611,21;
757,764;15,073;556,67;594,16;608,3;550,42;621,52;612,95;637,87;595,4;633,15;623,02;
758,093;35,208;577,3;638,89;581,65;559,61;595,06;613,07;632,87;604,74;580,29;583,66;
758,422;18,676;601,39;605,92;596,31;573,21;604,35;599,01;598,24;599,69;577,89;567,61;
758,751;-8,8492;574,73;577,02;607,07;612,47;610,63;592,37;569,37;553,87;591,55;572,25;
759,080;-11,7;599,1;591,29;578,39;613,65;595,92;624,2;580,93;542,16;608,54;541,95;
759,409;-5,8109;573,16;604,29;622,39;576,82;576,38;617,3;608,94;553,57;606,33;538,44;
759,738;-14,23;542,92;630,63;611,31;608,38;604,58;588,55;617,97;591,15;568,1;577,49;
760,067;30,019;547,97;586,43;607,66;614,96;622,6;598,06;634,54;604,12;559,52;571,48;
760,396;38,025;555,71;570,58;598,79;598,46;638,81;567,9;584,24;597,95;553,84;555,9;
760,725;53,284;614,41;604,08;561,39;600,62;608,16;543,48;549,03;559,6;588,52;554,64;
761,054;49,499;620,97;622,27;573,33;568,36;603,31;563,45;570,42;557,81;613,37;537,8;
761,384;-9,7129;615,54;600,95;611,19;557,46;629,13;587,5;563,84;562,93;573,18;555,03;
761,713;-12,176;608,48;594,83;643,12;543,23;588,84;611;562,1;589,81;583,42;595,73;
762,042;-12,996;583,71;605,77;607,9;541,28;612,17;630,09;591,57;636,81;614,77;568,19;
762,371;15,395;588,61;647,46;561,06;549,2;626,17;613,29;593,53;643,06;564,42;556,59;
762,700;31,36;618,08;634,1;552,26;540,64;562,02;559,16;597,76;624;546,16;534,82;
763,029;17,351;571,14;611,35;565,91;570,35;568,44;574,52;588,02;594,02;609,15;546,51;
763,358;22,199;556,55;595,85;602,45;591,2;606,7;648,45;591,05;584,95;597;571;
763,687;19,997;529,15;565,34;631,78;571,9;560,93;635,7;577,91;580,79;517,14;585,32;
764,016;25,121;592,29;571,77;614,95;571,25;541,13;595,88;572,53;635,91;535,23;582,15;
764,345;12,995;628,29;568,56;566,64;581,17;544,78;620,44;593,83;635,72;571,91;571,22;
764,674;-19,253;621,24;641,74;556,41;590,98;601,32;601,77;545,79;581,45;614,22;569,72;
765,003;-29,09;621,66;611,29;570,88;567,18;612,39;563,79;586,31;578,33;592,57;575,36;
765,332;-27,487;627,99;566,25;586,37;580,2;583,32;581,41;572,51;589,97;563,79;585,91;
765,661;8,1305;626,64;585,93;557,28;607;576,2;600,17;580,84;571,54;576,52;565,12;
765,990;-27,162;616,55;567,28;605,78;552,53;639,86;616,39;593,99;602,36;603,27;596,95;
766,319;-36,545;550,3;581,68;620,96;549,65;620,49;627,6;542,34;602,14;625,38;588,78;
766,648;14,935;535,95;598,59;570,68;613,99;584,64;620,16;556,57;587,84;582,58;599,58;
766,977;30,958;577,68;621,33;543,05;631,88;568,49;583,37;610,42;580,23;592,76;615,88;
767,306;22,248;586,7;587,9;594,92;629,07;631,34;565,46;617,72;571,39;606,11;616,14;
767,635;24,813;584;532,84;625,19;577,11;592,04;590,54;585,22;567,9;567,03;610,71;
767,964;42,751;587,13;561,75;627,25;607,76;541,75;617,5;560,62;584,75;564,88;585,62;
768,293;48,477;572,6;585,48;614,6;645,37;568,6;597,25;599,15;585,28;605,91;593,55;
768,622;31,726;588,46;608,18;555,36;552,08;651,1;580,36;625;606,37;587,09;556,63;
768,951;11,438;571,52;597,59;534,07;572,87;594,93;543,39;584,53;584,74;606,47;596,45;
769,280;11,48;592,23;616,4;604,1;589,38;606,8;568,36;587,27;578,9;592,06;556,24;
769,609;49,657;606,46;616,34;590,3;585,15;539,99;572,73;574,84;541,88;581,15;593,12;
769,938;-4,5778;591,12;605,68;538,93;613,75;569,13;599,61;551,76;541,09;618,99;576,28;
770,267;-26,023;548,39;548,42;593,9;591,38;580,71;565,74;568,97;559,66;600,72;536,01;
770,597;-15,985;590,44;586,48;633,37;616,31;648,94;588,02;618,28;566,36;627,32;594,12;
770,926;22,272;525,8;584,44;588,56;588,21;629,69;568,63;601,08;547,67;572,42;562,65;
771,255;-44,785;563,05;583,73;570,79;548,59;590,74;608,17;614,77;593,38;594,12;560,35;
771,584;32,604;602,38;591,69;545,4;570,67;540,46;607,71;576,56;578,98;598,23;524,7;
771,913;20,964;605,09;577,38;577,55;600,01;623,71;594,3;605,2;593,02;628,37;553,11;
772,242;-8,4045;545,61;586,45;585,06;557,84;607,2;583,47;574,63;627,37;582,09;596,07;
772,571;-50,791;589,42;600,08;558,75;592,96;595,17;618,67;586;589,96;609,54;585,88;
772,900;7,7426;570,12;594,43;570,72;573,84;560,99;582,12;637,16;641,74;571,26;587,29;
773,229;4,1184;504,86;575,14;533,58;515,91;601,23;586,23;602,26;616,65;528,98;615,51;
773,558;-27,908;530,63;586,45;531,27;601,81;535,01;530,55;626,63;636,72;532,91;574,82;
773,887;-0,52305;602,75;582;494,45;588,65;611,3;621,9;612,92;580,11;584,68;585,34;
774,216;37,165;588,95;614,27;561,9;561,86;531,83;596,65;525,76;552,52;575,35;581,94;
774,545;-23,42;593,42;615,06;582,04;597,07;593,76;595,39;566,93;570,66;619,74;585,96;
774,874;53,152;623,85;593,68;572,22;604,73;526,59;621,07;571,17;543,11;570,98;584,48;
775,203;4,7242;587,18;556,1;565,44;567,3;577,31;597,38;567,28;585,17;573,31;621,74;
775,532;16,546;579,9;533,74;570,13;537,61;584,84;559,65;592,52;556,79;530,43;580,36;
775,861;-22,233;602,09;623,51;548,04;611,6;612,23;538,63;601,55;597,87;601,56;619,64;
776,190;53,437;612,68;660,36;533,98;556,26;668,78;584,9;583,29;622,58;580,22;621,19;
776,519;-35,79;588,05;604,82;571,31;577,24;635,61;547,89;580,36;646,23;574,86;596,56;
776,848;-5,9353;523,9;618,34;572,48;609,62;601,59;590,31;598,45;649,62;605,55;630,65;
777,177;-12,394;655,36;638,8;532,41;555,02;618,39;583,41;603,8;615,41;615,4;619,41;
777,506;51,385;612,93;647,65;563,34;607,77;516,69;617,53;560,43;555,36;569,21;596,25;
777,835;12,676;621,66;611,57;594,15;577,63;555,27;570,86;607,76;563,34;554,75;603,39;
778,164;25,443;599,27;572,63;603,92;594,91;516,65;587,55;580,78;584,42;589,29;602,72;
778,493;-38,516;575,62;551,1;576,04;612,59;601;639,52;575,31;607,86;595,34;631,79;
778,822;52,178;513,57;574,71;585,03;548,22;645,21;634,81;551,79;625,36;592,5;563,71;
779,151;58,691;574,39;617,03;577,9;540,89;619,7;660,62;589,09;563,19;544,02;539,74;
779,480;30,533;635,54;658,81;626,93;592,93;567,31;626,95;563,89;575,62;555,37;559,22;
779,810;10,594;645,71;653,87;649,69;600,29;569,27;560,09;569,98;585,14;581,25;537,32;
780,139;58,068;561,4;616,61;523,38;572,38;571,86;603,52;619,48;516,94;563,42;576,16;
780,468;23,351;600,22;621,44;590,04;614,13;603,33;571,09;619,17;572,15;608,74;517,72;
